accuracy,recall,precision,strategies,time_s,labeled_train_set_size,linear_training
0.6129385964912281,0.564338964993592,0.5789873169981614,fre_strat,2.4162895679473877,500,1
0.7138157894736842,0.6769623478460114,0.6778456173879515,fre_strat,29.39655590057373,1000,0
0.7401315789473685,0.6963050332466001,0.7166594879940322,fre_strat,31.690104246139526,1500,0
0.7346491228070176,0.6848082669283876,0.7045413891005983,fre_strat,34.88603949546814,2000,0
0.7390350877192983,0.6864833372673724,0.7158044762884154,fre_strat,37.50113916397095,2500,0
0.7379385964912281,0.6836713134534749,0.7189518985910442,fre_strat,40.4818480014801,3000,1
0.7861842105263158,0.7406692079096965,0.7866148291964874,fre_strat,71.94074535369873,3500,0
0.7839912280701754,0.7430483284340875,0.7744740095349802,fre_strat,74.99053764343262,4000,0
0.7807017543859649,0.7419290122701334,0.7682603389456417,fre_strat,78.12188744544983,4500,0
0.7861842105263158,0.7468248705843281,0.7733362946243283,fre_strat,81.42173337936401,5000,0
0.7796052631578947,0.7359724010035894,0.7726108591223639,fre_strat,84.96611213684082,5500,1
0.7982456140350878,0.7586717125895543,0.7962174659293452,fre_strat,123.53730845451355,6000,0
0.7927631578947368,0.7533447828424145,0.7904091232272554,fre_strat,127.61814999580383,6500,0
0.8026315789473685,0.7589898259073495,0.8079475956359439,fre_strat,131.78725337982178,7000,0
0.8026315789473685,0.757564874200167,0.8088582103074696,fre_strat,136.55157089233398,7500,0
0.8048245614035088,0.7585984659314332,0.8123437210313782,fre_strat,141.10360598564148,8000,0
0.8048245614035088,0.7585984659314332,0.8123437210313782,fre_strat,145.7568714618683,8210,0
