accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.6173245614035088,0.5544865519430269,0.5810882292414401,fre_strat,3.1872787475585938,500
0.6414473684210527,0.6020288866340453,0.6221238433144494,fre_strat,5.819564580917358,1000
0.7543859649122807,0.7084203689150865,0.7380758101200205,fre_strat,33.341883420944214,1500
0.7423245614035088,0.6948556659867104,0.720364329483104,fre_strat,36.85401916503906,2000
0.7543859649122807,0.709111047488469,0.7361146496356072,fre_strat,39.62589168548584,2500
0.7609649122807017,0.715150637519325,0.7496031416074244,fre_strat,42.47476077079773,3000
0.7587719298245614,0.7152310467065762,0.7469287318701231,fre_strat,45.59083890914917,3500
0.7609649122807017,0.714447957894494,0.7526231264662309,fre_strat,49.160576581954956,4000
0.756578947368421,0.7110875601331264,0.7491951635326377,fre_strat,52.589149713516235,4500
0.7609649122807017,0.7152459737506482,0.7543467610941719,fre_strat,56.744263887405396,5000
0.7587719298245614,0.7098733998880988,0.7527670178891723,fre_strat,60.93378949165344,5500
0.7609649122807017,0.7107029938260903,0.7582064226946754,fre_strat,65.26426291465759,6000
0.7631578947368421,0.7111096497063283,0.7625861558496698,fre_strat,69.84823846817017,6500
0.7642543859649122,0.7087124151478605,0.7747666773526,fre_strat,74.31054973602295,7000
0.7653508771929824,0.7063793075991288,0.781333994656807,fre_strat,80.6622269153595,7500
0.7631578947368421,0.7005593955532508,0.7805245547002884,fre_strat,85.76226925849915,8000
0.7631578947368421,0.7005593955532508,0.7805245547002884,fre_strat,91.98116779327393,8210
