accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.6271929824561403,0.5594385770946394,0.5948377503255552,fre_strat,2.325038433074951,500
0.6469298245614035,0.5914642532106381,0.6171166385581055,fre_strat,4.468020677566528,1000
0.7478070175438597,0.6931039156863406,0.7184549997057771,fre_strat,30.600507497787476,1500
0.7390350877192983,0.6795143560184715,0.704492002967051,fre_strat,33.140217542648315,2000
0.7445175438596491,0.688632968168897,0.7136440885064554,fre_strat,35.76493239402771,2500
0.7510964912280702,0.6940231997393287,0.7319187317416099,fre_strat,38.556936502456665,3000
0.75,0.6902895338254627,0.7205630649151377,fre_strat,70.84302854537964,3500
0.7489035087719298,0.6886914304333659,0.7254717783626088,fre_strat,74.02631115913391,4000
0.7532894736842105,0.6983351243244458,0.7264702013539223,fre_strat,77.39805507659912,4500
0.7543859649122807,0.6973815889709105,0.7287535394265234,fre_strat,80.90772724151611,5000
0.756578947368421,0.6983787867552049,0.7311747534755086,fre_strat,84.63595151901245,5500
0.8157894736842105,0.7695600633700744,0.8155337819082762,fre_strat,127.84217667579651,6000
0.8146929824561403,0.7693227941259086,0.8135336657421807,fre_strat,131.9617998600006,6500
0.8179824561403509,0.7683563555465669,0.8202572492713337,fre_strat,136.44249606132507,7000
0.8114035087719298,0.7574718396422513,0.8152300665708605,fre_strat,140.83286881446838,7500
0.8114035087719298,0.7574718396422513,0.8152300665708605,fre_strat,145.5150225162506,8000
0.8114035087719298,0.7574718396422513,0.8152300665708605,fre_strat,150.37925505638123,8210
