accuracy,recall,precision,strategies,time_s,labeled_train_set_size,linear_training
0.5910087719298246,0.5479344889102415,0.5433006074347408,fre_strat,1.8428747653961182,500,0
0.625,0.5831675074239003,0.5906235098754093,fre_strat,4.394580841064453,1000,1
0.7357456140350878,0.6985642855101862,0.7367434304688016,fre_strat,30.00719451904297,1500,0
0.7401315789473685,0.7054329633519392,0.7347993824859271,fre_strat,32.38751792907715,2000,0
0.743421052631579,0.7043825256314138,0.7522353298875039,fre_strat,34.949952840805054,2500,0
0.7489035087719298,0.7123052528075997,0.7521676570187208,fre_strat,38.078431129455566,3000,1
0.8015350877192983,0.7656865093088918,0.8216761064963911,fre_strat,67.29154229164124,3500,0
0.7949561403508771,0.7544828536576484,0.8141328769053502,fre_strat,70.21438813209534,4000,0
0.7927631578947368,0.7535555739259301,0.8168559660691084,fre_strat,73.31793117523193,4500,0
0.7960526315789473,0.7562251639346046,0.8238017206659247,fre_strat,77.01411747932434,5000,0
0.7839912280701754,0.7413519257142532,0.8152059926623474,fre_strat,80.51588749885559,5500,1
0.8081140350877193,0.7627898798407189,0.8367448256439246,fre_strat,124.64756727218628,6000,0
0.8070175438596491,0.760134586255609,0.8350492680985566,fre_strat,129.05480527877808,6500,0
0.8070175438596491,0.7586040357413925,0.8403421179961112,fre_strat,133.09842991828918,7000,0
0.8004385964912281,0.7501203749431355,0.8408543863860753,fre_strat,137.46120309829712,7500,0
0.7960526315789473,0.7455788471139366,0.8384921397547419,fre_strat,141.97159695625305,8000,0
0.7949561403508771,0.7437770453121348,0.8376548924050843,fre_strat,146.58831238746643,8210,0
