accuracy,recall,precision,strategies,time_s,labeled_train_set_size,linear_training
0.6118421052631579,0.5684516736508309,0.5910196849221239,fre_strat,2.215985059738159,500,1
0.689010989010989,0.6542376112391834,0.6646300876357765,fre_strat,27.043192625045776,1000,0
0.6885964912280702,0.6491310595868237,0.663763196237315,fre_strat,29.312360286712646,1500,0
0.7028508771929824,0.6595352035087768,0.683520433113953,fre_strat,33.26470685005188,2000,0
0.6973684210526315,0.6535421825291607,0.6728851993556183,fre_strat,36.607261657714844,2500,0
0.7039473684210527,0.6572050108281438,0.6847664168656216,fre_strat,39.451117515563965,3000,1
0.6995614035087719,0.6442670999794708,0.6864681855927129,fre_strat,68.0303680896759,3500,0
0.7028508771929824,0.6558828409345452,0.6875601552454886,fre_strat,71.12908911705017,4000,0
0.7116228070175439,0.6683299008749028,0.6986940119161937,fre_strat,74.86210489273071,4500,0
0.7192982456140351,0.6751643651892598,0.7116654088252543,fre_strat,78.42580819129944,5000,0
