accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.625,0.5622828912034696,0.5895473700442645,fre_strat,2.2716870307922363,500
0.6469298245614035,0.5932119684048494,0.6162708537994579,fre_strat,4.373736143112183,1000
0.6611842105263158,0.6129308659453265,0.6317498944493851,fre_strat,6.722137451171875,1500
0.6995614035087719,0.6532384714778485,0.6802955063774422,fre_strat,9.21070909500122,2000
0.706140350877193,0.658530038988326,0.6833390341508662,fre_strat,11.710913181304932,2500
0.7225877192982456,0.6622253997146099,0.7075116986010499,fre_strat,15.059550285339355,3000
0.7335526315789473,0.6841122144695004,0.7145628265300833,fre_strat,18.10637331008911,3500
0.7357456140350878,0.687396815766115,0.7108425286532954,fre_strat,21.27287483215332,4000
0.7225877192982456,0.6829754452197166,0.6983210391580544,fre_strat,24.56927728652954,4500
0.7357456140350878,0.6880567094751744,0.7200241893496879,fre_strat,28.160745859146118,5000
0.7280701754385965,0.6895322704239277,0.7082491765334227,fre_strat,32.415404081344604,5500
0.7982456140350878,0.7487179335063652,0.7980716040943051,fre_strat,75.30872917175293,6000
0.8037280701754386,0.7508512668396984,0.8060448246249763,fre_strat,79.55091452598572,6500
0.8048245614035088,0.7509078324962641,0.8112698526961152,fre_strat,84.58610773086548,7000
0.805921052631579,0.7509643981528298,0.815656799252816,fre_strat,89.1644983291626,7500
0.805921052631579,0.750487630476062,0.8176795603800757,fre_strat,94.05446195602417,8000
0.805921052631579,0.750487630476062,0.8176795603800757,fre_strat,99.4810221195221,8210
