accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.6260964912280702,0.5743620116638117,0.6030735234741428,fre_strat,2.085479736328125,500
0.6502192982456141,0.6073109003001764,0.6324655521420776,fre_strat,4.180769205093384,1000
0.6611842105263158,0.6229100630421963,0.650059951102788,fre_strat,6.759931802749634,1500
0.6600877192982456,0.6209705954286575,0.6527422731448996,fre_strat,9.098747968673706,2000
0.6787280701754386,0.644872912525153,0.6681691002804448,fre_strat,11.624088048934937,2500
0.694078947368421,0.6643740416356272,0.6864207832534912,fre_strat,14.383123397827148,3000
0.7072368421052632,0.669426185542616,0.7020896917101002,fre_strat,17.268617153167725,3500
0.7171052631578947,0.6833224023093805,0.7175759608655818,fre_strat,20.863311529159546,4000
0.7127192982456141,0.6845245717727526,0.7115703241817019,fre_strat,24.181854009628296,4500
0.7138157894736842,0.6911790331035831,0.7132371518131595,fre_strat,27.718732833862305,5000
0.7138157894736842,0.6896660390972914,0.7207632054827017,fre_strat,31.454298496246338,5500
0.7774122807017544,0.7407106638627129,0.7767880993405802,fre_strat,74.22259593009949,6000
0.7741228070175439,0.735869394021443,0.7767655763109019,fre_strat,78.3923807144165,6500
0.7752192982456141,0.7352751134137576,0.7829087926858966,fre_strat,82.81660532951355,7000
0.7752192982456141,0.7331657437842808,0.7857557597702446,fre_strat,87.32765913009644,7500
0.7752192982456141,0.7315458221509543,0.7888994937465434,fre_strat,92.36424422264099,8000
0.7752192982456141,0.7315458221509543,0.7888994937465434,fre_strat,97.35375571250916,8210
