accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.5942982456140351,0.5395054481628521,0.5659737521548862,fre_strat,2.15834903717041,500
0.6118421052631579,0.5676764432965071,0.5923526781489479,fre_strat,4.42145299911499,1000
0.7532894736842105,0.7146986629165192,0.7554475344891856,fre_strat,49.22261071205139,1500
0.7576754385964912,0.7203270078663966,0.7703917175402494,fre_strat,51.619221210479736,2000
0.7576754385964912,0.7199640549854582,0.7681380422394943,fre_strat,54.278664112091064,2500
0.7664473684210527,0.7274113561015557,0.7807767804377922,fre_strat,57.15731334686279,3000
0.7653508771929824,0.725414431499475,0.7801822125652746,fre_strat,60.08784246444702,3500
0.7620614035087719,0.7220758280138941,0.7749976310480473,fre_strat,63.40076780319214,4000
0.7664473684210527,0.7257287960504238,0.7806479994417679,fre_strat,67.27143454551697,4500
0.7620614035087719,0.71983259304167,0.7770187517646915,fre_strat,70.74838209152222,5000
0.7642543859649122,0.719554072603019,0.7780844000719777,fre_strat,74.53677940368652,5500
0.7587719298245614,0.7112465458404027,0.7744548771638453,fre_strat,78.48897218704224,6000
0.756578947368421,0.7056356318418201,0.7815750647681987,fre_strat,82.5565230846405,6500
0.7576754385964912,0.7034176368037968,0.7908363956314243,fre_strat,87.21836590766907,7000
0.7543859649122807,0.6982938684788749,0.7889284140718805,fre_strat,91.82950401306152,7500
0.7532894736842105,0.6973806264697424,0.7883718559318293,fre_strat,97.44267082214355,8000
0.7532894736842105,0.6973806264697424,0.7883718559318293,fre_strat,102.73609709739685,8210
