accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.6392543859649122,0.5812799534946117,0.6045997821326277,fre_strat,1.9738173484802246,500
0.6524122807017544,0.6031445967297173,0.6129019814370823,fre_strat,4.138965845108032,1000
0.6743421052631579,0.6171061008511083,0.6593151492222724,fre_strat,6.434449911117554,1500
0.6666666666666666,0.6067562804632651,0.6461635586635586,fre_strat,8.813980340957642,2000
0.6831140350877193,0.6259753402197081,0.6565113770181934,fre_strat,11.7873375415802,2500
0.6962719298245614,0.65290361981845,0.6703341457264832,fre_strat,14.431190252304077,3000
0.7280701754385965,0.6794100202715795,0.7011897357186516,fre_strat,17.411830186843872,3500
0.7236842105263158,0.6709451079908778,0.7062045903632771,fre_strat,20.40946125984192,4000
0.7171052631578947,0.66963468079715,0.6884638979355179,fre_strat,23.653955936431885,4500
0.7149122807017544,0.6642080259058862,0.7001469791023862,fre_strat,27.11247444152832,5000
0.7017543859649122,0.6548765468258583,0.6867715591246446,fre_strat,31.144683837890625,5500
0.8037280701754386,0.7609488880442398,0.7915138094801548,fre_strat,76.35126972198486,6000
0.805921052631579,0.7638094046714066,0.7963752724668305,fre_strat,80.75077486038208,6500
0.8070175438596491,0.7598377438924414,0.801562826868478,fre_strat,84.9662652015686,7000
0.8070175438596491,0.7562926381373997,0.8030626469479302,fre_strat,89.38884949684143,7500
0.8092105263157895,0.7573593048040663,0.8065713701190335,fre_strat,94.16970801353455,8000
0.8092105263157895,0.7573593048040663,0.8065713701190335,fre_strat,99.33148264884949,8210
