accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.618421052631579,0.5587214840282694,0.5851202506831298,fre_strat,2.632932424545288,500
0.6491228070175439,0.6034329906405546,0.6293506066109354,fre_strat,4.74246621131897,1000
0.7335526315789473,0.6812942326490713,0.7074195649680911,fre_strat,29.88084387779236,1500
0.743421052631579,0.6871738025415445,0.7133632088626463,fre_strat,32.217326402664185,2000
0.7401315789473685,0.6915778429455848,0.7036353836990961,fre_strat,34.70073103904724,2500
0.7357456140350878,0.6882495792182111,0.7016071617724696,fre_strat,37.39387845993042,3000
0.7456140350877193,0.6914954708374064,0.715195087223086,fre_strat,40.26220774650574,3500
0.7489035087719298,0.6929254412871766,0.7169278135136621,fre_strat,43.68090891838074,4000
0.75,0.6939943371422793,0.722482425618453,fre_strat,46.90601181983948,4500
0.7445175438596491,0.689601303356142,0.7152033807360311,fre_strat,50.29051327705383,5000
0.7467105263157895,0.690611404366243,0.716511763116979,fre_strat,53.95557641983032,5500
0.7478070175438597,0.688763128504174,0.7235696651869797,fre_strat,57.7257399559021,6000
0.7510964912280702,0.6877966899248322,0.7278396888889532,fre_strat,62.04807472229004,6500
0.7510964912280702,0.6862403523555916,0.7317396301918438,fre_strat,66.17513251304626,7000
0.7521929824561403,0.6833231806384198,0.7367699875717012,fre_strat,70.96400737762451,7500
0.7521929824561403,0.6821323760407185,0.7380910841466142,fre_strat,76.04012155532837,8000
0.7521929824561403,0.6821323760407185,0.7380910841466142,fre_strat,81.30689191818237,8210
