accuracy,recall,precision,strategies,time_s,labeled_train_set_size,linear_training
0.3766359670382938,0.22130898646791358,0.24198905863901693,fre_strat,6.343083381652832,500,1
0.2432701894317049,0.1356267071865853,0.20532918239304535,fre_strat,39.64862585067749,1000,0
0.2291970802919708,0.12153458030123561,0.23167395095251034,fre_strat,46.19847393035889,1500,0
0.2375181774115366,0.13236284914725563,0.2442407047789173,fre_strat,53.060887813568115,2000,0
0.23994183228308288,0.13457579697861208,0.24946339012710547,fre_strat,59.60260462760925,2500,0
0.24624333494910325,0.13776757227597328,0.25194331737492387,fre_strat,66.76531028747559,3000,1
0.26272418807561804,0.15319620504806852,0.2595430608873699,fre_strat,104.24638152122498,3500,0
0.26223945710130875,0.15772552475367083,0.26087518134252013,fre_strat,111.8547432422638,4000,0
0.27387300048473096,0.15428494648428928,0.2543381595350998,fre_strat,119.67216420173645,4500,0
0.2782355792535143,0.15493276256994384,0.24234353918967447,fre_strat,127.78960418701172,5000,0
0.2792050412021328,0.15399999011956098,0.23999443711346788,fre_strat,135.67562007904053,5500,1
0.2922927775084828,0.15424677004340562,0.23261892933335163,fre_strat,173.00034475326538,6000,0
0.2981095492001939,0.1494382712881196,0.22626865504528737,fre_strat,181.46346998214722,6500,0
0.30004847309743093,0.14761748652588225,0.22415504868934308,fre_strat,190.6942858695984,7000,0
0.3029568589432865,0.14619077036428418,0.22252348357237678,fre_strat,199.68542981147766,7500,0
0.3107125545322346,0.1435750333921465,0.21805098928391647,fre_strat,209.39863395690918,8000,1
0.2840523509452254,0.13289493684068548,0.21608564840369013,fre_strat,253.54755115509033,8500,0
0.28889966068831796,0.13180796733878955,0.21482243252635605,fre_strat,263.2853057384491,9000,0
0.2922927775084828,0.1303185483438564,0.21431731614787058,fre_strat,273.45255637168884,9500,0
0.29665535627726614,0.12768849029143803,0.21072433269287993,fre_strat,284.0931625366211,10000,0
0.29374697043141057,0.12544986092005625,0.21211318193024464,fre_strat,294.6593267917633,10500,0
0.2918080465341735,0.12172628181089641,0.21278444128479276,fre_strat,306.3171401023865,11000,0
0.2932622394571013,0.12144292438370086,0.21307847435544117,fre_strat,317.86393451690674,11500,0
0.2918080465341735,0.12057823125021042,0.21177046417282128,fre_strat,329.8543322086334,12000,0
0.28550654386815316,0.11898464941908617,0.21196911214235764,fre_strat,341.7805826663971,12500,0
0.2801745031507513,0.11670943013512464,0.2120151055412621,fre_strat,353.6413469314575,13000,0
0.27435773145904024,0.10864717631401136,0.19660535302719975,fre_strat,366.10044384002686,13500,0
0.2685409597673291,0.10725087277899652,0.20006459708332033,fre_strat,378.75082302093506,14000,0
0.2651478429471643,0.10577898012000757,0.1972877837623657,fre_strat,391.2843301296234,14500,0
0.25981580222976247,0.10279745919937477,0.1925400258678373,fre_strat,404.3942630290985,15000,0
0.2539990305380514,0.09950505118206245,0.1873424344164653,fre_strat,418.9237184524536,15500,0
0.25157537566650506,0.09771448731084335,0.18784365062662736,fre_strat,433.3500430583954,16000,0
0.2423654871546292,0.0941904252913212,0.17988472569380312,fre_strat,447.47764563560486,16500,0
0.23994183228308288,0.09321798229932854,0.1819288319933602,fre_strat,462.36077332496643,17000,0
0.23703344643722735,0.09260400350577604,0.1864244913980608,fre_strat,477.169762134552,17500,0
0.23315559864275326,0.09137784479289135,0.1836368407885372,fre_strat,491.65089416503906,18000,0
0.2292777508482792,0.08817896283063216,0.18092829046620995,fre_strat,507.14330649375916,18500,0
0.22782355792535142,0.0877872119593835,0.18376340201172872,fre_strat,521.5855255126953,18574,0
