accuracy,recall,precision,strategies,time_s,labeled_train_set_size
0.6151315789473685,0.5579705916875584,0.5914398926838513,fre_strat,2.0396080017089844,500
0.6403508771929824,0.5929974481027717,0.6254622175578975,fre_strat,4.209249258041382,1000
0.7247807017543859,0.6805381641210826,0.7285746388885713,fre_strat,29.491621494293213,1500
0.7203947368421053,0.678083430251182,0.7221246681498268,fre_strat,32.01512837409973,2000
0.7302631578947368,0.6876895673372119,0.7327197937403297,fre_strat,34.64530611038208,2500
0.7357456140350878,0.6910825524958042,0.7315279407781891,fre_strat,37.4296133518219,3000
0.7379385964912281,0.6922702368910718,0.7368040577039954,fre_strat,40.54690361022949,3500
0.7423245614035088,0.6968913757845202,0.7417237383114288,fre_strat,44.20857334136963,4000
0.7390350877192983,0.6950159207148866,0.7447139330087371,fre_strat,47.61971712112427,4500
0.7412280701754386,0.6973632055420642,0.7446402583658331,fre_strat,51.33643698692322,5000
0.7423245614035088,0.6972583729305292,0.750050395325581,fre_strat,55.11119294166565,5500
0.7445175438596491,0.6960047516635031,0.7582376393866425,fre_strat,59.31086540222168,6000
0.7401315789473685,0.6916783973505536,0.7539066009730641,fre_strat,63.55490970611572,6500
0.7445175438596491,0.69269269583134,0.7604288860138848,fre_strat,68.602215051651,7000
0.7445175438596491,0.6911880725343,0.7618293079754406,fre_strat,73.15660643577576,7500
0.743421052631579,0.6880961476499584,0.7608214586792961,fre_strat,79.48456621170044,8000
0.7423245614035088,0.6870705066243173,0.7601885509985553,fre_strat,84.83239197731018,8210
