,Family,Genus,Species,Subspecies,Infrasubspecies,Sex,Name
5730,Nymphalidae,Charaxes,Charaxes brutus,Charaxes brutus,,Charaxes brutus male,Nymphalidae Charaxes brutus nan nan male
5731,Nymphalidae,Charaxes,Charaxes hildebrandti,Charaxes hildebrandti,,,Nymphalidae Charaxes hildebrandti nan nan nan
5732,Nymphalidae,Charaxes,Charaxes tiridates,Charaxes tiridates,,Charaxes tiridates male,Nymphalidae Charaxes tiridates nan nan male
5733,Nymphalidae,Charaxes,Charaxes mycerina,Charaxes mycerina,,Charaxes mycerina male,Nymphalidae Charaxes mycerina nan nan male
5734,Nymphalidae,Charaxes,Charaxes dilitus,Charaxes dilitus,,Charaxes dilitus male,Nymphalidae Charaxes dilitus nan nan male
5735,Nymphalidae,Charaxes,Charaxes viola,Charaxes viola,,,Nymphalidae Charaxes viola nan nan nan
5740,Nymphalidae,Charaxes,Charaxes eupale,Charaxes eupale,,,Nymphalidae Charaxes eupale nan nan nan
5742,Nymphalidae,Charaxes,Charaxes porthos,Charaxes porthos,,,Nymphalidae Charaxes porthos nan nan nan
5744,Nymphalidae,Charaxes,Charaxes ameliae,Charaxes ameliae,,Charaxes ameliae male,Nymphalidae Charaxes ameliae nan nan male
5745,Nymphalidae,Charaxes,Charaxes numenes,Charaxes numenes,,Charaxes numenes male,Nymphalidae Charaxes numenes nan nan male
5746,Nymphalidae,Charaxes,Charaxes viola,Charaxes viola,,Charaxes viola male,Nymphalidae Charaxes viola nan nan male
5747,Nymphalidae,Charaxes,Charaxes achaemenes,Charaxes achaemenes,,Charaxes achaemenes male,Nymphalidae Charaxes achaemenes nan nan male
5748,Nymphalidae,Charaxes,Charaxes catachrous,Charaxes catachrous,,,Nymphalidae Charaxes catachrous nan nan nan
5749,Nymphalidae,Charaxes,Charaxes zingha,Charaxes zingha,,,Nymphalidae Charaxes zingha nan nan nan
5751,Nymphalidae,Charaxes,Charaxes imperialis,Charaxes imperialis,,,Nymphalidae Charaxes imperialis nan nan nan
5752,Nymphalidae,Charaxes,Charaxes numenes,Charaxes numenes,,,Nymphalidae Charaxes numenes nan nan nan
5753,Nymphalidae,Charaxes,Charaxes fulvescens,Charaxes fulvescens,,,Nymphalidae Charaxes fulvescens nan nan nan
5755,Nymphalidae,Charaxes,Charaxes pythodorus,Charaxes pythodorus,,,Nymphalidae Charaxes pythodorus nan nan nan
5756,Nymphalidae,Charaxes,Charaxes brutus,Charaxes brutus,,,Nymphalidae Charaxes brutus nan nan nan
5758,Nymphalidae,Charaxes,Charaxes lucretius,Charaxes lucretius,,,Nymphalidae Charaxes lucretius nan nan nan
5762,Nymphalidae,Charaxes,Charaxes candiope,Charaxes candiope,,,Nymphalidae Charaxes candiope nan nan nan
5766,Nymphalidae,Charaxes,Charaxes laodice,Charaxes laodice,,Charaxes laodice ♂,Nymphalidae Charaxes laodice nan nan ♂
5773,Nymphalidae,Charaxes,Charaxes etheocles,Charaxes etheocles,,,Nymphalidae Charaxes etheocles nan nan nan
5775,Nymphalidae,Charaxes,Charaxes guderiana,Charaxes guderiana guderiana,,Charaxes guderiana guderiana female,Nymphalidae Charaxes guderiana guderiana nan female
5776,Nymphalidae,Charaxes,Charaxes baumanni,Charaxes baumanni,,Charaxes baumanni ♂,Nymphalidae Charaxes baumanni nan nan ♂
5777,Nymphalidae,Charaxes,Charaxes Paradoxa,Charaxes Paradoxa,,,Nymphalidae Charaxes Paradoxa nan nan nan
6012,,Nyctalemon,Nyctalemon menoeticus,Nyctalemon menoeticus,,,nan Nyctalemon menoeticus nan nan nan
6062,Nymphalidae,Charaxes,Charaxes xiphares,Charaxes xiphares woodi,,Charaxes xiphares woodi ♀,Nymphalidae Charaxes xiphares woodi nan ♀
6063,Nymphalidae,Charaxes,Charaxes acuminatus,Charaxes acuminatus usambarensis,,Charaxes acuminatus usambarensis female,Nymphalidae Charaxes acuminatus usambarensis nan female
6064,Nymphalidae,Charaxes,Charaxes xiphares,Charaxes xiphares ludovici,,Charaxes xiphares ludovici ♂,Nymphalidae Charaxes xiphares ludovici nan ♂
6065,Nymphalidae,Charaxes,Charaxes acuminatus,Charaxes acuminatus kigezia,,Charaxes acuminatus kigezia male,Nymphalidae Charaxes acuminatus kigezia nan male
6067,Nymphalidae,Charaxes,Charaxes xiphanes,Charaxes xiphanes woodi,,Charaxes xiphanes woodi ♂,Nymphalidae Charaxes xiphanes woodi nan ♂
6069,Nymphalidae,Charaxes,Charaxes antamboulou,Charaxes antamboulou,,Charaxes antamboulou ♂,Nymphalidae Charaxes antamboulou nan nan ♂
6073,Nymphalidae,Charaxes,Charaxes chintechi,Charaxes chintechi,,,Nymphalidae Charaxes chintechi nan nan nan
6075,Nymphalidae,Charaxes,Charaxes xipharis,Charaxes xipharis woodi,,Charaxes xipharis woodi female,Nymphalidae Charaxes xipharis woodi nan female
6076,Nymphalidae,Charaxes,Charaxes violetta,Charaxes violetta,,,Nymphalidae Charaxes violetta nan nan nan
6078,Nymphalidae,Charaxes,Charaxes margaretae,Charaxes margaretae,,,Nymphalidae Charaxes margaretae nan nan nan
6081,Nymphalidae,Charaxes,Charaxes anticlea,Charaxes anticlea,,,Nymphalidae Charaxes anticlea nan nan nan
6082,Nymphalidae,Charaxes,Charaxes ethalion,Charaxes ethalion,,,Nymphalidae Charaxes ethalion nan nan nan
6083,Nymphalidae,Charaxes,Charaxes xiphares,Charaxes xiphares,,,Nymphalidae Charaxes xiphares nan nan nan
6086,Nymphalidae,Charaxes,Charaxes xiphanes,Charaxes xiphanes,,,Nymphalidae Charaxes xiphanes nan nan nan
6088,Nymphalidae,Charaxes,Charaxes martini,Charaxes martini,,,Nymphalidae Charaxes martini nan nan nan
6090,Nymphalidae,Charaxes,Charaxes cithaeron,Charaxes cithaeron,,,Nymphalidae Charaxes cithaeron nan nan nan
6177,Nymphalidae,Charaxes,Charaxes guderiana,Charaxes guderiana,,,Nymphalidae Charaxes guderiana nan nan nan
7572,Pieridae,Catopsilia,Catopsilia pyranthe,Catopsilia pyranthe,,,Pieridae Catopsilia pyranthe nan nan nan
10452,Papilionidae,Graphium,Graphium cloanthus,Graphium cloanthus,,,Papilionidae Graphium cloanthus nan nan nan
10471,Papilionidae,Graphium,Graphium cloanthus,Graphium cloanthus,,Graphium cloanthus,Papilionidae Graphium cloanthus nan nan ♀ ?
10478,Papilionidae,Graphium,Graphium cloanthus,Graphium cloanthus,,Graphium cloanthus ♀,Papilionidae Graphium cloanthus nan nan ♀
10531,Riodinidae,Dodona,Dodona,Dodona,,,Riodinidae Dodona nan nan nan nan
10600,,Papilio,Papilio tydeus,Papilio tydeus,,,nan Papilio tydeus nan nan nan
10755,,Cirrochroa,Cirrochroa regina,Cirrochroa regina,,,nan Cirrochroa regina nan nan nan
10756,,Euthalia,Euthalia,Euthalia,,,nan Euthalia nan nan nan nan
10757,,Yoma,Yoma sabina,Yoma sabina,,,nan Yoma sabina nan nan nan
10770,,Doleschallia,Doleschallia,Doleschallia,,,nan Doleschallia nan nan nan nan
11428,,♂,♂,♂,,,nan ♂ nan nan nan nan
11545,,,,,,ERROR,nan nan nan nan nan ♂ & ♀
12961,Nymphalidae,Polyura,Polyura dolon,Polyura dolon,,,Nymphalidae Polyura dolon nan nan nan
13629,Papilionidae,Papilio,Papilio demoleus,Papilio demoleus,,,Papilionidae Papilio demoleus nan nan nan
13699,,,,,,ERROR,nan nan nan nan nan ♀️
14513,Papilionidae,Papilio,Papilio chaon,Papilio chaon,,,Papilionidae Papilio chaon nan nan nan
14582,Pieridae,Pieris,Pieris canidia,Pieris canidia,,Pieris canidia ♂ and ♀,Pieridae Pieris canidia nan nan ♂ and ♀
15143,Pieridae,Pieris,Pieris brassicae,Pieris brassicae,,Pieris brassicae ♀,Pieridae Pieris brassicae nan nan ♀
15264,Pieridae,Colias,Colias fieldii,Colias fieldii,,Colias fieldii male,Pieridae Colias fieldii nan nan male
15745,Nymphalidae,Discophora,Discophora sondaica,Discophora sondaica,,,Nymphalidae Discophora sondaica nan nan nan
16021,Nymphalidae,Argyreus,Argyreus hyperbius,Argyreus hyperbius,,Argyreus hyperbius male,Nymphalidae Argyreus hyperbius nan nan male
